Temperature,Formula,ZT
650,Na0.01Pb0.96Cd0.03Te1,1.2908514921714154
700,Na0.01Pb0.96Cd0.03Te1,1.4357147942897623
750,Na0.01Pb0.96Cd0.03Te1,1.5171816900885262
350,In0.005Sn0.995Te0.9875I0.0125,0.0626561489924597
400,In0.005Sn0.995Te0.9875I0.0125,0.08104383843275
450,In0.005Sn0.995Te0.9875I0.0125,0.1087829752580732
500,In0.005Sn0.995Te0.9875I0.0125,0.1471083600184569
550,In0.005Sn0.995Te0.9875I0.0125,0.1967865850488036
600,In0.005Sn0.995Te0.9875I0.0125,0.2576049040973989
650,In0.005Sn0.995Te0.9875I0.0125,0.327768217932755
700,In0.005Sn0.995Te0.9875I0.0125,0.40301207824018
750,In0.005Sn0.995Te0.9875I0.0125,0.4754319601533943
400,Sn1Te1,0.0079072984755934
450,Sn1Te1,0.019229314325948
500,Sn1Te1,0.0385587433237982
