Temperature,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,ZT
550,11.0,82.0,71.0,66.13499999999999,15.2304,52.0,2.0,90.0,88.0,84.94,5.0600000000000005,90.0,22.98976928,207.2,184.21023072,165.0571138464,40.457170707456,127.6,370.87,722.66,351.78999999999996,660.39045,62.269549999999974,722.66,1.0,16.0,15.0,14.905,1.0950000000000002,16.0,3.0,6.0,3.0,5.470000000000001,0.5088,5.0,138.0,166.0,28.0,142.07,4.07,138.0,0.93,2.33,1.4,2.1984000000000004,0.126336,2.1,1.0,2.0,1.0,1.995,0.009949999999999895,2.0,0.0,4.0,4.0,2.96,1.04,4.0,0.0,10.0,10.0,9.95,0.09950000000000071,10.0,0.0,14.0,14.0,6.72,6.9887999999999995,0.0,1.0,28.0,27.0,21.625,6.12,16.0,0.0,1.0,1.0,0.005,0.00995,0.0,0.0,4.0,4.0,2.92,1.0368,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.925,1.032,2.0,19.495,34.7633333333,15.268333333299996,31.3131083333165,3.450224999983498,34.7633333333,0.0,0.464,0.464,0.232,0.23199999999999998,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,229.0,77.0,188.055,36.055,152.0,0.9270928825762208
600,11.0,82.0,71.0,66.13499999999999,15.2304,52.0,2.0,90.0,88.0,84.94,5.0600000000000005,90.0,22.98976928,207.2,184.21023072,165.0571138464,40.457170707456,127.6,370.87,722.66,351.78999999999996,660.39045,62.269549999999974,722.66,1.0,16.0,15.0,14.905,1.0950000000000002,16.0,3.0,6.0,3.0,5.470000000000001,0.5088,5.0,138.0,166.0,28.0,142.07,4.07,138.0,0.93,2.33,1.4,2.1984000000000004,0.126336,2.1,1.0,2.0,1.0,1.995,0.009949999999999895,2.0,0.0,4.0,4.0,2.96,1.04,4.0,0.0,10.0,10.0,9.95,0.09950000000000071,10.0,0.0,14.0,14.0,6.72,6.9887999999999995,0.0,1.0,28.0,27.0,21.625,6.12,16.0,0.0,1.0,1.0,0.005,0.00995,0.0,0.0,4.0,4.0,2.92,1.0368,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.925,1.032,2.0,19.495,34.7633333333,15.268333333299996,31.3131083333165,3.450224999983498,34.7633333333,0.0,0.464,0.464,0.232,0.23199999999999998,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,229.0,77.0,188.055,36.055,152.0,1.1176901460646569
650,11.0,82.0,71.0,66.13499999999999,15.2304,52.0,2.0,90.0,88.0,84.94,5.0600000000000005,90.0,22.98976928,207.2,184.21023072,165.0571138464,40.457170707456,127.6,370.87,722.66,351.78999999999996,660.39045,62.269549999999974,722.66,1.0,16.0,15.0,14.905,1.0950000000000002,16.0,3.0,6.0,3.0,5.470000000000001,0.5088,5.0,138.0,166.0,28.0,142.07,4.07,138.0,0.93,2.33,1.4,2.1984000000000004,0.126336,2.1,1.0,2.0,1.0,1.995,0.009949999999999895,2.0,0.0,4.0,4.0,2.96,1.04,4.0,0.0,10.0,10.0,9.95,0.09950000000000071,10.0,0.0,14.0,14.0,6.72,6.9887999999999995,0.0,1.0,28.0,27.0,21.625,6.12,16.0,0.0,1.0,1.0,0.005,0.00995,0.0,0.0,4.0,4.0,2.92,1.0368,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.925,1.032,2.0,19.495,34.7633333333,15.268333333299996,31.3131083333165,3.450224999983498,34.7633333333,0.0,0.464,0.464,0.232,0.23199999999999998,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,229.0,77.0,188.055,36.055,152.0,1.2908514921714154
700,11.0,82.0,71.0,66.13499999999999,15.2304,52.0,2.0,90.0,88.0,84.94,5.0600000000000005,90.0,22.98976928,207.2,184.21023072,165.0571138464,40.457170707456,127.6,370.87,722.66,351.78999999999996,660.39045,62.269549999999974,722.66,1.0,16.0,15.0,14.905,1.0950000000000002,16.0,3.0,6.0,3.0,5.470000000000001,0.5088,5.0,138.0,166.0,28.0,142.07,4.07,138.0,0.93,2.33,1.4,2.1984000000000004,0.126336,2.1,1.0,2.0,1.0,1.995,0.009949999999999895,2.0,0.0,4.0,4.0,2.96,1.04,4.0,0.0,10.0,10.0,9.95,0.09950000000000071,10.0,0.0,14.0,14.0,6.72,6.9887999999999995,0.0,1.0,28.0,27.0,21.625,6.12,16.0,0.0,1.0,1.0,0.005,0.00995,0.0,0.0,4.0,4.0,2.92,1.0368,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.925,1.032,2.0,19.495,34.7633333333,15.268333333299996,31.3131083333165,3.450224999983498,34.7633333333,0.0,0.464,0.464,0.232,0.23199999999999998,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,229.0,77.0,188.055,36.055,152.0,1.4357147942897623
750,11.0,82.0,71.0,66.13499999999999,15.2304,52.0,2.0,90.0,88.0,84.94,5.0600000000000005,90.0,22.98976928,207.2,184.21023072,165.0571138464,40.457170707456,127.6,370.87,722.66,351.78999999999996,660.39045,62.269549999999974,722.66,1.0,16.0,15.0,14.905,1.0950000000000002,16.0,3.0,6.0,3.0,5.470000000000001,0.5088,5.0,138.0,166.0,28.0,142.07,4.07,138.0,0.93,2.33,1.4,2.1984000000000004,0.126336,2.1,1.0,2.0,1.0,1.995,0.009949999999999895,2.0,0.0,4.0,4.0,2.96,1.04,4.0,0.0,10.0,10.0,9.95,0.09950000000000071,10.0,0.0,14.0,14.0,6.72,6.9887999999999995,0.0,1.0,28.0,27.0,21.625,6.12,16.0,0.0,1.0,1.0,0.005,0.00995,0.0,0.0,4.0,4.0,2.92,1.0368,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.925,1.032,2.0,19.495,34.7633333333,15.268333333299996,31.3131083333165,3.450224999983498,34.7633333333,0.0,0.464,0.464,0.232,0.23199999999999998,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,229.0,77.0,188.055,36.055,152.0,1.5171816900885262
350,49.0,53.0,4.0,51.00375,1.00875,50.0,75.0,96.0,21.0,85.02499999999999,5.049999999999999,80.0,114.818,127.6,12.781999999999996,123.1409229375,4.450382937500001,118.71,386.85,722.66,335.80999999999995,611.5828625,109.68867328125,505.08,13.0,17.0,4.0,15.00375,1.00875,14.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,142.0,4.0,138.51375000000002,0.5073281249999998,139.0,1.78,2.66,0.8800000000000001,2.03305,0.07395000000000006,1.96,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.00375,1.00875,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,4.0,15.00375,1.00875,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,24.26,43.015,18.755,34.053177083316875,0.813302083316875,33.285,0.0,1.062,1.062,0.23573750000000002,0.23573750000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,152.0,88.0,145.945,5.979312500000001,141.0,0.0626561489924597
400,49.0,53.0,4.0,51.00375,1.00875,50.0,75.0,96.0,21.0,85.02499999999999,5.049999999999999,80.0,114.818,127.6,12.781999999999996,123.1409229375,4.450382937500001,118.71,386.85,722.66,335.80999999999995,611.5828625,109.68867328125,505.08,13.0,17.0,4.0,15.00375,1.00875,14.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,142.0,4.0,138.51375000000002,0.5073281249999998,139.0,1.78,2.66,0.8800000000000001,2.03305,0.07395000000000006,1.96,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.00375,1.00875,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,4.0,15.00375,1.00875,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,24.26,43.015,18.755,34.053177083316875,0.813302083316875,33.285,0.0,1.062,1.062,0.23573750000000002,0.23573750000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,152.0,88.0,145.945,5.979312500000001,141.0,0.08104383843275
450,49.0,53.0,4.0,51.00375,1.00875,50.0,75.0,96.0,21.0,85.02499999999999,5.049999999999999,80.0,114.818,127.6,12.781999999999996,123.1409229375,4.450382937500001,118.71,386.85,722.66,335.80999999999995,611.5828625,109.68867328125,505.08,13.0,17.0,4.0,15.00375,1.00875,14.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,142.0,4.0,138.51375000000002,0.5073281249999998,139.0,1.78,2.66,0.8800000000000001,2.03305,0.07395000000000006,1.96,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.00375,1.00875,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,4.0,15.00375,1.00875,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,24.26,43.015,18.755,34.053177083316875,0.813302083316875,33.285,0.0,1.062,1.062,0.23573750000000002,0.23573750000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,152.0,88.0,145.945,5.979312500000001,141.0,0.1087829752580732
500,49.0,53.0,4.0,51.00375,1.00875,50.0,75.0,96.0,21.0,85.02499999999999,5.049999999999999,80.0,114.818,127.6,12.781999999999996,123.1409229375,4.450382937500001,118.71,386.85,722.66,335.80999999999995,611.5828625,109.68867328125,505.08,13.0,17.0,4.0,15.00375,1.00875,14.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,142.0,4.0,138.51375000000002,0.5073281249999998,139.0,1.78,2.66,0.8800000000000001,2.03305,0.07395000000000006,1.96,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.00375,1.00875,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,4.0,15.00375,1.00875,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,24.26,43.015,18.755,34.053177083316875,0.813302083316875,33.285,0.0,1.062,1.062,0.23573750000000002,0.23573750000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,152.0,88.0,145.945,5.979312500000001,141.0,0.1471083600184569
550,49.0,53.0,4.0,51.00375,1.00875,50.0,75.0,96.0,21.0,85.02499999999999,5.049999999999999,80.0,114.818,127.6,12.781999999999996,123.1409229375,4.450382937500001,118.71,386.85,722.66,335.80999999999995,611.5828625,109.68867328125,505.08,13.0,17.0,4.0,15.00375,1.00875,14.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,142.0,4.0,138.51375000000002,0.5073281249999998,139.0,1.78,2.66,0.8800000000000001,2.03305,0.07395000000000006,1.96,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.00375,1.00875,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,4.0,15.00375,1.00875,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,24.26,43.015,18.755,34.053177083316875,0.813302083316875,33.285,0.0,1.062,1.062,0.23573750000000002,0.23573750000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,152.0,88.0,145.945,5.979312500000001,141.0,0.1967865850488036
600,49.0,53.0,4.0,51.00375,1.00875,50.0,75.0,96.0,21.0,85.02499999999999,5.049999999999999,80.0,114.818,127.6,12.781999999999996,123.1409229375,4.450382937500001,118.71,386.85,722.66,335.80999999999995,611.5828625,109.68867328125,505.08,13.0,17.0,4.0,15.00375,1.00875,14.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,142.0,4.0,138.51375000000002,0.5073281249999998,139.0,1.78,2.66,0.8800000000000001,2.03305,0.07395000000000006,1.96,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.00375,1.00875,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,4.0,15.00375,1.00875,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,24.26,43.015,18.755,34.053177083316875,0.813302083316875,33.285,0.0,1.062,1.062,0.23573750000000002,0.23573750000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,152.0,88.0,145.945,5.979312500000001,141.0,0.2576049040973989
650,49.0,53.0,4.0,51.00375,1.00875,50.0,75.0,96.0,21.0,85.02499999999999,5.049999999999999,80.0,114.818,127.6,12.781999999999996,123.1409229375,4.450382937500001,118.71,386.85,722.66,335.80999999999995,611.5828625,109.68867328125,505.08,13.0,17.0,4.0,15.00375,1.00875,14.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,142.0,4.0,138.51375000000002,0.5073281249999998,139.0,1.78,2.66,0.8800000000000001,2.03305,0.07395000000000006,1.96,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.00375,1.00875,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,4.0,15.00375,1.00875,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,24.26,43.015,18.755,34.053177083316875,0.813302083316875,33.285,0.0,1.062,1.062,0.23573750000000002,0.23573750000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,152.0,88.0,145.945,5.979312500000001,141.0,0.327768217932755
700,49.0,53.0,4.0,51.00375,1.00875,50.0,75.0,96.0,21.0,85.02499999999999,5.049999999999999,80.0,114.818,127.6,12.781999999999996,123.1409229375,4.450382937500001,118.71,386.85,722.66,335.80999999999995,611.5828625,109.68867328125,505.08,13.0,17.0,4.0,15.00375,1.00875,14.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,142.0,4.0,138.51375000000002,0.5073281249999998,139.0,1.78,2.66,0.8800000000000001,2.03305,0.07395000000000006,1.96,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.00375,1.00875,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,4.0,15.00375,1.00875,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,24.26,43.015,18.755,34.053177083316875,0.813302083316875,33.285,0.0,1.062,1.062,0.23573750000000002,0.23573750000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,152.0,88.0,145.945,5.979312500000001,141.0,0.40301207824018
750,49.0,53.0,4.0,51.00375,1.00875,50.0,75.0,96.0,21.0,85.02499999999999,5.049999999999999,80.0,114.818,127.6,12.781999999999996,123.1409229375,4.450382937500001,118.71,386.85,722.66,335.80999999999995,611.5828625,109.68867328125,505.08,13.0,17.0,4.0,15.00375,1.00875,14.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,142.0,4.0,138.51375000000002,0.5073281249999998,139.0,1.78,2.66,0.8800000000000001,2.03305,0.07395000000000006,1.96,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.00375,1.00875,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,4.0,15.00375,1.00875,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9962500000000003,1.00875,4.0,24.26,43.015,18.755,34.053177083316875,0.813302083316875,33.285,0.0,1.062,1.062,0.23573750000000002,0.23573750000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,152.0,88.0,145.945,5.979312500000001,141.0,0.4754319601533943
400,50.0,52.0,2.0,51.0,1.0,50.0,80.0,90.0,10.0,85.0,5.0,80.0,118.71,127.6,8.89,123.155,4.445,118.71,505.08,722.66,217.57999999999998,613.87,108.78999999999999,505.08,14.0,16.0,2.0,15.0,1.0,14.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,139.0,1.0,138.5,0.5,138.0,1.96,2.1,0.14000000000000012,2.0300000000000002,0.07000000000000006,1.96,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,2.0,15.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,33.285,34.7633333333,1.4783333333000002,34.02416666665,0.7391666666500001,33.285,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,152.0,11.0,146.5,5.5,141.0,0.0079072984755934
450,50.0,52.0,2.0,51.0,1.0,50.0,80.0,90.0,10.0,85.0,5.0,80.0,118.71,127.6,8.89,123.155,4.445,118.71,505.08,722.66,217.57999999999998,613.87,108.78999999999999,505.08,14.0,16.0,2.0,15.0,1.0,14.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,139.0,1.0,138.5,0.5,138.0,1.96,2.1,0.14000000000000012,2.0300000000000002,0.07000000000000006,1.96,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,2.0,15.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,33.285,34.7633333333,1.4783333333000002,34.02416666665,0.7391666666500001,33.285,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,152.0,11.0,146.5,5.5,141.0,0.019229314325948
500,50.0,52.0,2.0,51.0,1.0,50.0,80.0,90.0,10.0,85.0,5.0,80.0,118.71,127.6,8.89,123.155,4.445,118.71,505.08,722.66,217.57999999999998,613.87,108.78999999999999,505.08,14.0,16.0,2.0,15.0,1.0,14.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,139.0,1.0,138.5,0.5,138.0,1.96,2.1,0.14000000000000012,2.0300000000000002,0.07000000000000006,1.96,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,2.0,15.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,33.285,34.7633333333,1.4783333333000002,34.02416666665,0.7391666666500001,33.285,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,152.0,11.0,146.5,5.5,141.0,0.0385587433237982
550,50.0,52.0,2.0,51.0,1.0,50.0,80.0,90.0,10.0,85.0,5.0,80.0,118.71,127.6,8.89,123.155,4.445,118.71,505.08,722.66,217.57999999999998,613.87,108.78999999999999,505.08,14.0,16.0,2.0,15.0,1.0,14.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,139.0,1.0,138.5,0.5,138.0,1.96,2.1,0.14000000000000012,2.0300000000000002,0.07000000000000006,1.96,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,2.0,15.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,33.285,34.7633333333,1.4783333333000002,34.02416666665,0.7391666666500001,33.285,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,152.0,11.0,146.5,5.5,141.0,0.0690478858736223
600,50.0,52.0,2.0,51.0,1.0,50.0,80.0,90.0,10.0,85.0,5.0,80.0,118.71,127.6,8.89,123.155,4.445,118.71,505.08,722.66,217.57999999999998,613.87,108.78999999999999,505.08,14.0,16.0,2.0,15.0,1.0,14.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,139.0,1.0,138.5,0.5,138.0,1.96,2.1,0.14000000000000012,2.0300000000000002,0.07000000000000006,1.96,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,2.0,15.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,33.285,34.7633333333,1.4783333333000002,34.02416666665,0.7391666666500001,33.285,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,152.0,11.0,146.5,5.5,141.0,0.1161352955549516
