Temperature,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,ZT
650,49.0,52.0,3.0,50.995000000000005,1.005,52.0,75.0,90.0,15.0,84.975,5.025,90.0,114.818,127.6,12.781999999999996,123.13553999999999,4.464460000000001,127.6,429.75,722.66,292.90999999999997,613.49335,109.16664999999999,722.66,13.0,16.0,3.0,14.995000000000001,1.005,16.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,142.0,4.0,138.515,0.515,138.0,1.78,2.1,0.32000000000000006,2.0291,0.07090000000000007,2.1,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.995,1.005,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,3.0,14.995000000000001,1.005,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.005,1.005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.005,1.005,2.0,24.26,34.7633333333,10.503333333299995,33.97904166665,0.78429166665,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,152.0,13.0,146.49,5.51,152.0,0.367153312576644
700,49.0,52.0,3.0,50.995000000000005,1.005,52.0,75.0,90.0,15.0,84.975,5.025,90.0,114.818,127.6,12.781999999999996,123.13553999999999,4.464460000000001,127.6,429.75,722.66,292.90999999999997,613.49335,109.16664999999999,722.66,13.0,16.0,3.0,14.995000000000001,1.005,16.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,142.0,4.0,138.515,0.515,138.0,1.78,2.1,0.32000000000000006,2.0291,0.07090000000000007,2.1,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.995,1.005,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,3.0,14.995000000000001,1.005,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.005,1.005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.005,1.005,2.0,24.26,34.7633333333,10.503333333299995,33.97904166665,0.78429166665,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,152.0,13.0,146.49,5.51,152.0,0.4340321024441484
350,49.0,82.0,33.0,58.98751560549314,11.491877350565229,52.0,75.0,90.0,15.0,85.23720349563047,4.756850441317891,90.0,114.818,207.2,92.38199999999999,145.2394731585518,30.94158643767699,127.6,429.75,722.66,292.90999999999997,637.4928214731585,85.06085246126486,722.66,13.0,16.0,3.0,14.997503121098626,1.0012453222485627,16.0,5.0,6.0,1.0,5.249687890137328,0.3746876953121955,5.0,138.0,146.0,8.0,140.2521847690387,2.874683798809543,138.0,1.78,2.33,0.55,2.12207240948814,0.10383400275248955,2.1,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.997503121098627,1.0012453222485627,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,3.495630461922597,5.245627734370738,0.0,13.0,28.0,15.0,18.493133583021223,4.747498834945706,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0024968789013733,1.0012453222485627,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0024968789013733,1.0012453222485627,2.0,24.26,34.7633333333,10.503333333299995,32.7198418643196,2.323166578597352,34.7633333333,0.0,0.464,0.464,0.23171036204744072,0.23199963840455362,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,167.46441947565546,28.73187541789993,152.0,0.1981765394835444
400,49.0,82.0,33.0,58.98751560549314,11.491877350565229,52.0,75.0,90.0,15.0,85.23720349563047,4.756850441317891,90.0,114.818,207.2,92.38199999999999,145.2394731585518,30.94158643767699,127.6,429.75,722.66,292.90999999999997,637.4928214731585,85.06085246126486,722.66,13.0,16.0,3.0,14.997503121098626,1.0012453222485627,16.0,5.0,6.0,1.0,5.249687890137328,0.3746876953121955,5.0,138.0,146.0,8.0,140.2521847690387,2.874683798809543,138.0,1.78,2.33,0.55,2.12207240948814,0.10383400275248955,2.1,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.997503121098627,1.0012453222485627,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,3.495630461922597,5.245627734370738,0.0,13.0,28.0,15.0,18.493133583021223,4.747498834945706,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0024968789013733,1.0012453222485627,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0024968789013733,1.0012453222485627,2.0,24.26,34.7633333333,10.503333333299995,32.7198418643196,2.323166578597352,34.7633333333,0.0,0.464,0.464,0.23171036204744072,0.23199963840455362,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,167.46441947565546,28.73187541789993,152.0,0.2556760325632007
450,49.0,82.0,33.0,58.98751560549314,11.491877350565229,52.0,75.0,90.0,15.0,85.23720349563047,4.756850441317891,90.0,114.818,207.2,92.38199999999999,145.2394731585518,30.94158643767699,127.6,429.75,722.66,292.90999999999997,637.4928214731585,85.06085246126486,722.66,13.0,16.0,3.0,14.997503121098626,1.0012453222485627,16.0,5.0,6.0,1.0,5.249687890137328,0.3746876953121955,5.0,138.0,146.0,8.0,140.2521847690387,2.874683798809543,138.0,1.78,2.33,0.55,2.12207240948814,0.10383400275248955,2.1,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.997503121098627,1.0012453222485627,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,3.495630461922597,5.245627734370738,0.0,13.0,28.0,15.0,18.493133583021223,4.747498834945706,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0024968789013733,1.0012453222485627,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0024968789013733,1.0012453222485627,2.0,24.26,34.7633333333,10.503333333299995,32.7198418643196,2.323166578597352,34.7633333333,0.0,0.464,0.464,0.23171036204744072,0.23199963840455362,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,167.46441947565546,28.73187541789993,152.0,0.3003015030572905
500,49.0,82.0,33.0,58.98751560549314,11.491877350565229,52.0,75.0,90.0,15.0,85.23720349563047,4.756850441317891,90.0,114.818,207.2,92.38199999999999,145.2394731585518,30.94158643767699,127.6,429.75,722.66,292.90999999999997,637.4928214731585,85.06085246126486,722.66,13.0,16.0,3.0,14.997503121098626,1.0012453222485627,16.0,5.0,6.0,1.0,5.249687890137328,0.3746876953121955,5.0,138.0,146.0,8.0,140.2521847690387,2.874683798809543,138.0,1.78,2.33,0.55,2.12207240948814,0.10383400275248955,2.1,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.997503121098627,1.0012453222485627,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,3.495630461922597,5.245627734370738,0.0,13.0,28.0,15.0,18.493133583021223,4.747498834945706,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0024968789013733,1.0012453222485627,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0024968789013733,1.0012453222485627,2.0,24.26,34.7633333333,10.503333333299995,32.7198418643196,2.323166578597352,34.7633333333,0.0,0.464,0.464,0.23171036204744072,0.23199963840455362,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,167.46441947565546,28.73187541789993,152.0,0.32990166704623
550,49.0,82.0,33.0,58.98751560549314,11.491877350565229,52.0,75.0,90.0,15.0,85.23720349563047,4.756850441317891,90.0,114.818,207.2,92.38199999999999,145.2394731585518,30.94158643767699,127.6,429.75,722.66,292.90999999999997,637.4928214731585,85.06085246126486,722.66,13.0,16.0,3.0,14.997503121098626,1.0012453222485627,16.0,5.0,6.0,1.0,5.249687890137328,0.3746876953121955,5.0,138.0,146.0,8.0,140.2521847690387,2.874683798809543,138.0,1.78,2.33,0.55,2.12207240948814,0.10383400275248955,2.1,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.997503121098627,1.0012453222485627,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,3.495630461922597,5.245627734370738,0.0,13.0,28.0,15.0,18.493133583021223,4.747498834945706,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0024968789013733,1.0012453222485627,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0024968789013733,1.0012453222485627,2.0,24.26,34.7633333333,10.503333333299995,32.7198418643196,2.323166578597352,34.7633333333,0.0,0.464,0.464,0.23171036204744072,0.23199963840455362,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,167.46441947565546,28.73187541789993,152.0,0.3531049702305389
600,49.0,82.0,33.0,58.98751560549314,11.491877350565229,52.0,75.0,90.0,15.0,85.23720349563047,4.756850441317891,90.0,114.818,207.2,92.38199999999999,145.2394731585518,30.94158643767699,127.6,429.75,722.66,292.90999999999997,637.4928214731585,85.06085246126486,722.66,13.0,16.0,3.0,14.997503121098626,1.0012453222485627,16.0,5.0,6.0,1.0,5.249687890137328,0.3746876953121955,5.0,138.0,146.0,8.0,140.2521847690387,2.874683798809543,138.0,1.78,2.33,0.55,2.12207240948814,0.10383400275248955,2.1,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.997503121098627,1.0012453222485627,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,3.495630461922597,5.245627734370738,0.0,13.0,28.0,15.0,18.493133583021223,4.747498834945706,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0024968789013733,1.0012453222485627,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0024968789013733,1.0012453222485627,2.0,24.26,34.7633333333,10.503333333299995,32.7198418643196,2.323166578597352,34.7633333333,0.0,0.464,0.464,0.23171036204744072,0.23199963840455362,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,167.46441947565546,28.73187541789993,152.0,0.3742743151069686
650,49.0,82.0,33.0,58.98751560549314,11.491877350565229,52.0,75.0,90.0,15.0,85.23720349563047,4.756850441317891,90.0,114.818,207.2,92.38199999999999,145.2394731585518,30.94158643767699,127.6,429.75,722.66,292.90999999999997,637.4928214731585,85.06085246126486,722.66,13.0,16.0,3.0,14.997503121098626,1.0012453222485627,16.0,5.0,6.0,1.0,5.249687890137328,0.3746876953121955,5.0,138.0,146.0,8.0,140.2521847690387,2.874683798809543,138.0,1.78,2.33,0.55,2.12207240948814,0.10383400275248955,2.1,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.997503121098627,1.0012453222485627,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,3.495630461922597,5.245627734370738,0.0,13.0,28.0,15.0,18.493133583021223,4.747498834945706,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0024968789013733,1.0012453222485627,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0024968789013733,1.0012453222485627,2.0,24.26,34.7633333333,10.503333333299995,32.7198418643196,2.323166578597352,34.7633333333,0.0,0.464,0.464,0.23171036204744072,0.23199963840455362,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,167.46441947565546,28.73187541789993,152.0,0.3875235678052684
350,30.0,82.0,52.0,66.48935283883455,15.205443660211817,52.0,69.0,96.0,27.0,85.3835918547379,4.618511828871959,90.0,65.38,207.2,141.82,166.00688639319756,40.382555391059256,127.6,386.85,722.66,335.80999999999995,662.4925611997353,60.7459495231691,722.66,12.0,17.0,5.0,14.980617020755224,1.0197519701276123,16.0,4.0,6.0,2.0,5.48035972457056,0.509415297087166,5.0,122.0,146.0,24.0,141.76461074762918,4.152049362404034,138.0,1.65,2.66,1.0100000000000002,2.208408684358842,0.11933155111195676,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,2.980617020755225,1.0197519701276123,4.0,10.0,10.0,0.0,9.999999999999998,1.7763568394002505e-15,10.0,0.0,14.0,14.0,6.862260775809258,6.99728970087419,0.0,12.0,28.0,16.0,21.84287779656448,6.035968312642829,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9605724227498835,1.01897472752256,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9605724227498835,1.01897472752256,2.0,13.96,43.015,29.055,31.29942953758533,3.466584863895395,34.7633333333,0.0,1.062,1.062,0.23210497684334336,0.23208791406477663,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,188.18052390404077,36.20906029482986,152.0,0.533952894387681
400,30.0,82.0,52.0,66.48935283883455,15.205443660211817,52.0,69.0,96.0,27.0,85.3835918547379,4.618511828871959,90.0,65.38,207.2,141.82,166.00688639319756,40.382555391059256,127.6,386.85,722.66,335.80999999999995,662.4925611997353,60.7459495231691,722.66,12.0,17.0,5.0,14.980617020755224,1.0197519701276123,16.0,4.0,6.0,2.0,5.48035972457056,0.509415297087166,5.0,122.0,146.0,24.0,141.76461074762918,4.152049362404034,138.0,1.65,2.66,1.0100000000000002,2.208408684358842,0.11933155111195676,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,2.980617020755225,1.0197519701276123,4.0,10.0,10.0,0.0,9.999999999999998,1.7763568394002505e-15,10.0,0.0,14.0,14.0,6.862260775809258,6.99728970087419,0.0,12.0,28.0,16.0,21.84287779656448,6.035968312642829,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9605724227498835,1.01897472752256,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9605724227498835,1.01897472752256,2.0,13.96,43.015,29.055,31.29942953758533,3.466584863895395,34.7633333333,0.0,1.062,1.062,0.23210497684334336,0.23208791406477663,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,188.18052390404077,36.20906029482986,152.0,0.6229051766630458
450,30.0,82.0,52.0,66.48935283883455,15.205443660211817,52.0,69.0,96.0,27.0,85.3835918547379,4.618511828871959,90.0,65.38,207.2,141.82,166.00688639319756,40.382555391059256,127.6,386.85,722.66,335.80999999999995,662.4925611997353,60.7459495231691,722.66,12.0,17.0,5.0,14.980617020755224,1.0197519701276123,16.0,4.0,6.0,2.0,5.48035972457056,0.509415297087166,5.0,122.0,146.0,24.0,141.76461074762918,4.152049362404034,138.0,1.65,2.66,1.0100000000000002,2.208408684358842,0.11933155111195676,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,2.980617020755225,1.0197519701276123,4.0,10.0,10.0,0.0,9.999999999999998,1.7763568394002505e-15,10.0,0.0,14.0,14.0,6.862260775809258,6.99728970087419,0.0,12.0,28.0,16.0,21.84287779656448,6.035968312642829,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9605724227498835,1.01897472752256,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9605724227498835,1.01897472752256,2.0,13.96,43.015,29.055,31.29942953758533,3.466584863895395,34.7633333333,0.0,1.062,1.062,0.23210497684334336,0.23208791406477663,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,188.18052390404077,36.20906029482986,152.0,0.7233020638351089
500,30.0,82.0,52.0,66.48935283883455,15.205443660211817,52.0,69.0,96.0,27.0,85.3835918547379,4.618511828871959,90.0,65.38,207.2,141.82,166.00688639319756,40.382555391059256,127.6,386.85,722.66,335.80999999999995,662.4925611997353,60.7459495231691,722.66,12.0,17.0,5.0,14.980617020755224,1.0197519701276123,16.0,4.0,6.0,2.0,5.48035972457056,0.509415297087166,5.0,122.0,146.0,24.0,141.76461074762918,4.152049362404034,138.0,1.65,2.66,1.0100000000000002,2.208408684358842,0.11933155111195676,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,2.980617020755225,1.0197519701276123,4.0,10.0,10.0,0.0,9.999999999999998,1.7763568394002505e-15,10.0,0.0,14.0,14.0,6.862260775809258,6.99728970087419,0.0,12.0,28.0,16.0,21.84287779656448,6.035968312642829,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9605724227498835,1.01897472752256,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9605724227498835,1.01897472752256,2.0,13.96,43.015,29.055,31.29942953758533,3.466584863895395,34.7633333333,0.0,1.062,1.062,0.23210497684334336,0.23208791406477663,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,188.18052390404077,36.20906029482986,152.0,0.8409374732211238
550,30.0,82.0,52.0,66.48935283883455,15.205443660211817,52.0,69.0,96.0,27.0,85.3835918547379,4.618511828871959,90.0,65.38,207.2,141.82,166.00688639319756,40.382555391059256,127.6,386.85,722.66,335.80999999999995,662.4925611997353,60.7459495231691,722.66,12.0,17.0,5.0,14.980617020755224,1.0197519701276123,16.0,4.0,6.0,2.0,5.48035972457056,0.509415297087166,5.0,122.0,146.0,24.0,141.76461074762918,4.152049362404034,138.0,1.65,2.66,1.0100000000000002,2.208408684358842,0.11933155111195676,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,2.980617020755225,1.0197519701276123,4.0,10.0,10.0,0.0,9.999999999999998,1.7763568394002505e-15,10.0,0.0,14.0,14.0,6.862260775809258,6.99728970087419,0.0,12.0,28.0,16.0,21.84287779656448,6.035968312642829,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9605724227498835,1.01897472752256,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9605724227498835,1.01897472752256,2.0,13.96,43.015,29.055,31.29942953758533,3.466584863895395,34.7633333333,0.0,1.062,1.062,0.23210497684334336,0.23208791406477663,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,188.18052390404077,36.20906029482986,152.0,0.961083868042814
600,30.0,82.0,52.0,66.48935283883455,15.205443660211817,52.0,69.0,96.0,27.0,85.3835918547379,4.618511828871959,90.0,65.38,207.2,141.82,166.00688639319756,40.382555391059256,127.6,386.85,722.66,335.80999999999995,662.4925611997353,60.7459495231691,722.66,12.0,17.0,5.0,14.980617020755224,1.0197519701276123,16.0,4.0,6.0,2.0,5.48035972457056,0.509415297087166,5.0,122.0,146.0,24.0,141.76461074762918,4.152049362404034,138.0,1.65,2.66,1.0100000000000002,2.208408684358842,0.11933155111195676,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,2.980617020755225,1.0197519701276123,4.0,10.0,10.0,0.0,9.999999999999998,1.7763568394002505e-15,10.0,0.0,14.0,14.0,6.862260775809258,6.99728970087419,0.0,12.0,28.0,16.0,21.84287779656448,6.035968312642829,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9605724227498835,1.01897472752256,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.9605724227498835,1.01897472752256,2.0,13.96,43.015,29.055,31.29942953758533,3.466584863895395,34.7633333333,0.0,1.062,1.062,0.23210497684334336,0.23208791406477663,0.464,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,188.18052390404077,36.20906029482986,152.0,1.0452266221780098
350,47.0,52.0,5.0,50.978750000000005,1.02125,52.0,65.0,90.0,25.0,84.89375000000001,5.10625,90.0,107.8682,127.6,19.731799999999993,123.07750874999999,4.52249125,127.6,429.75,1234.93,805.1800000000001,618.2432375000001,112.12534703124999,722.66,11.0,16.0,5.0,14.978750000000002,1.02125,16.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,145.0,7.0,138.54500000000002,0.545,138.0,1.78,2.1,0.32000000000000006,2.0293625,0.07063750000000006,2.1,1.0,2.0,1.0,1.99375,0.012421875000000087,2.0,0.0,4.0,4.0,2.985,1.0150000000000001,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.978750000000002,1.02125,16.0,0.0,1.0,1.0,0.00625,0.012421874999999999,0.0,0.0,5.0,5.0,2.9775,1.0147187500000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.98375,1.008546875,2.0,16.33,34.7633333333,18.4333333333,33.895635416649995,0.8676979166500001,34.7633333333,0.0,0.464,0.464,0.232,0.23200000000000004,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,147.01999999999998,5.954750000000001,152.0,0.1051522360543941
400,47.0,52.0,5.0,50.978750000000005,1.02125,52.0,65.0,90.0,25.0,84.89375000000001,5.10625,90.0,107.8682,127.6,19.731799999999993,123.07750874999999,4.52249125,127.6,429.75,1234.93,805.1800000000001,618.2432375000001,112.12534703124999,722.66,11.0,16.0,5.0,14.978750000000002,1.02125,16.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,145.0,7.0,138.54500000000002,0.545,138.0,1.78,2.1,0.32000000000000006,2.0293625,0.07063750000000006,2.1,1.0,2.0,1.0,1.99375,0.012421875000000087,2.0,0.0,4.0,4.0,2.985,1.0150000000000001,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,14.978750000000002,1.02125,16.0,0.0,1.0,1.0,0.00625,0.012421874999999999,0.0,0.0,5.0,5.0,2.9775,1.0147187500000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.98375,1.008546875,2.0,16.33,34.7633333333,18.4333333333,33.895635416649995,0.8676979166500001,34.7633333333,0.0,0.464,0.464,0.232,0.23200000000000004,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,147.01999999999998,5.954750000000001,152.0,0.1317031682829542
